location,campus,date,day_of_week,meal_period,category,item
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,DICED TOFU
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,PESTO
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,RED ONION
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,SHRIMP
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,CTO MASTER,BUILD YOUR OWN OMELET
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,PLAIN GREEK CHOBANI YOGURT
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,STRAWBERRY YOGURT
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,VANILLA YOGURT
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,COTTAGE CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,GRANOLA OATS & HONEY
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,CRAISINS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,RAISINS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,PUMPKIN SEEDS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,YOGURT BAR,SUNFLOWER SEEDS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,SPRING MIX GREENS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CHOPPED ROMAINE LETTUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,BABY SPINACH
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,SHREDDED RED CABBAGE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CHERRY TOMATOES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,TOMATO WEDGES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CUCUMBERS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,RED ONION
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,BROCCOLI FLORETS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CAULIFLOWER FLORETS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,SHREDDED CARROTS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CHOPPED SWEET RED PEPPERS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,BABY CORN
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CORN KERNELS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,SLICED BEETS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,ARTICHOKE HEARTS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CROUTONS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,HARDBOILED EGGS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,DICED TOFU
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,WHITE CANNELLINI BEAN
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,KIDNEY BEANS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CHICKPEAS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,SEASONED BLACK BEANS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,SHREDDED CHEDDAR  CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,CRUMBLED FETA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,KALAMATA OLIVES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,WHOLE BLACK PITTED OLIVES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,RIPE SLICED OLIVES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,PICKLE CHIPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,PEPPERONCINI PEPPERS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,MARINATED ARTICHOKE HEARTS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD BAR,WASABI PEAS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD DRESSINGS,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD DRESSINGS,BALSAMIC VINEGAR
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD DRESSINGS,CAESAR DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD DRESSINGS,GOLDEN ITALIAN DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD DRESSINGS,RANCH DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD DRESSINGS,RASPBERRY VINAGRETTE DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD DRESSINGS,BALSAMIC VINAIGRETTE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,SALAD DRESSINGS,BLUE CHEESE DRESSING
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,GRANNY SMITH APPLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,RED DELICIOUS APPLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,BANANAS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,WHOLE ORANGES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,RED GRAPEFRUIT
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,STRAWBERRIES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,GREEN SEEDLESS GRAPES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,RED SEEDLESS  GRAPES
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,WATERMELON
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,CUT HONEYDEW MELON
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,CUT PINEAPPLE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,FRESH FRUIT,CUT CANTELOUPE
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,ENGLISH MUFFIN
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,PANINI BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,PITA BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,SLICED PUMPERNICKEL BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,SLICED RYE BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,SLICED WHOLE WHEAT BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,SLICED WHITE BREAD
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,VARIETY WRAPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Lunch,BREADS,MEDIUM KAISER ROLL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,CHEESE PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,CHEESY BAKED PUMPKIN PASTA W/ KALE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,GRILLED CHICKEN MONTREAL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,PEPPERONI PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,BABY SPINACH
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,BROCCOLI
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,CANOLA OIL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,DICED TOFU
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,PESTO
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,RED ONION
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,SHRIMP
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,SOUPS,BUILD YOUR OWN BURGERS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,CHEESE PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,CHEESY BAKED PUMPKIN PASTA W/ KALE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,GRILLED CHICKEN MONTREAL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,PEPPERONI PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,BABY SPINACH
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,BROCCOLI
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,CANOLA OIL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,DICED TOFU
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,PESTO
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,RED ONION
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,SHRIMP
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,DELI BAR ENTREE,BUILD YOUR OWN BURGERS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,CHEESE PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,CHEESY BAKED PUMPKIN PASTA W/ KALE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,GRILLED CHICKEN MONTREAL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,PEPPERONI PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,BABY SPINACH
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,BROCCOLI
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,CANOLA OIL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,DICED TOFU
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,PESTO
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,RED ONION
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,SHRIMP
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,ENTREES,BUILD YOUR OWN BURGERS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,CHEESE PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,CHEESY BAKED PUMPKIN PASTA W/ KALE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,GRILLED CHICKEN MONTREAL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,PEPPERONI PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,BABY SPINACH
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,BROCCOLI
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,CANOLA OIL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,DICED TOFU
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,PESTO
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,RED ONION
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,SHRIMP
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,SLICED MUSHROOMS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,COOK TO ORDER BAR,BUILD YOUR OWN BURGERS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,CHEESE PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,CHEESY BAKED PUMPKIN PASTA W/ KALE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,GRILLED CHICKEN MONTREAL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,PEPPERONI PIZZA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,WHOLE WHEAT PENNE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,ALFREDO SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,BABY SPINACH
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,BROCCOLI
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,CANOLA OIL
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,CHOPPED GARLIC
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,DICED TOFU
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,FRESH CHICKEN STRIPS
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,MARINARA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,OLIVE AND CANOLA OIL BLEND
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,PARMESAN CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,PENNE  PASTA
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,PESTO
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,PINK PASTA SAUCE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,PORK SAUSAGE CRUMBLES
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,RED ONION
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,SHREDDED MOZZARELLA CHEESE
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,SHRIMP
Busch Dining Hall,Busch,2025-10-04,Saturday,Dinner,PIZZA & PASTA,SLICED MUSHROOMS
